subtree_id	inferred-true-rf	inferred-init-rf	init-true-rf
3142	0.0	0.5	0.5
19527	0.0	0.5	0.5
11339	0.0	1.0	1.0
19532	0.0	1.0	1.0
19536	0.0	0.5	0.5
3153	1.0	1.0	0.5
11345	0.0	0.0	0.0
3156	0.0	1.0	1.0
19542	0.0	1.0	1.0
19543	0.0	0.0	0.0
19548	0.0	0.0	0.0
11363	0.5	0.0	0.5
11364	0.5	1.0	1.0
19555	0.0	0.5	0.5
3174	0.0	0.0	0.0
3179	0.0	0.5	0.5
11372	0.0	1.0	1.0
11373	0.0	1.0	1.0
3187	1.0	1.0	1.0
11383	0.0	0.5	0.5
11384	0.0	0.0	0.0
11395	0.5	1.0	1.0
11398	1.0	1.0	0.0
19597	0.0	0.0	0.0
3217	0.0	0.5	0.5
19603	0.0	1.0	1.0
11412	0.0	0.5	0.5
19604	0.0	0.0	0.0
19608	1.0	1.0	0.0
3225	0.0	0.5	0.5
3226	0.0	0.5	0.5
3229	1.0	1.0	1.0
11422	0.0	0.5	0.5
11426	0.0	0.5	0.5
19618	0.0	1.0	1.0
19627	1.0	0.5	1.0
3250	1.0	1.0	0.5
11448	0.0	0.0	0.0
3267	0.5	1.0	1.0
3268	0.0	0.5	0.5
19653	0.5	0.5	0.0
19656	0.5	1.0	1.0
3274	0.0	0.0	0.0
19659	0.0	0.0	0.0
11471	0.0	0.0	0.0
11474	0.0	0.0	0.0
11476	0.0	1.0	1.0
19670	0.0	1.0	1.0
19671	0.0	0.0	0.0
11480	0.0	0.0	0.0
3292	0.0	0.5	0.5
3293	0.5	0.5	0.5
11486	0.0	0.0	0.0
3295	0.5	0.5	1.0
19680	0.0	0.5	0.5
3301	0.0	0.5	0.5
11494	0.0	1.0	1.0
11495	0.5	0.5	0.0
19687	0.5	1.0	1.0
3305	1.0	1.0	0.0
19692	1.0	1.0	0.5
11517	0.0	0.0	0.0
19709	1.0	0.0	1.0
3331	0.0	0.0	0.0
11531	0.0	0.5	0.5
3343	0.0	0.0	0.0
3344	0.0	0.0	0.0
11535	0.0	1.0	1.0
11537	0.0	0.0	0.0
19734	0.5	1.0	1.0
11544	0.0	0.5	0.5
19740	0.0	0.0	0.0
3357	0.0	0.0	0.0
19745	0.0	1.0	1.0
19747	0.0	0.5	0.5
11556	0.0	0.0	0.0
11557	0.5	0.0	0.5
11560	0.0	1.0	1.0
3369	0.0	0.5	0.5
11562	0.5	1.0	0.5
19752	0.0	0.5	0.5
11564	0.5	0.5	0.0
19754	0.0	0.5	0.5
3374	1.0	1.0	0.5
3375	0.0	1.0	1.0
19762	0.0	0.0	0.0
3381	0.0	0.0	0.0
19770	0.0	0.5	0.5
3390	0.0	0.5	0.5
3392	0.0	0.0	0.0
19776	0.0	0.0	0.0
19777	0.0	0.5	0.5
11590	1.0	1.0	0.0
11594	0.5	0.5	0.0
19786	1.0	0.5	1.0
19787	0.0	0.5	0.5
19797	1.0	1.0	0.0
3418	0.0	0.5	0.5
3420	0.5	0.5	0.0
3421	1.0	1.0	0.0
11614	0.0	0.0	0.0
19813	0.0	0.0	0.0
3431	1.0	1.0	0.5
3437	0.5	0.5	0.0
3441	0.0	0.5	0.5
3445	0.0	0.5	0.5
11638	0.5	0.5	0.0
19830	0.0	0.5	0.5
11642	0.0	0.0	0.0
3453	0.5	0.5	0.5
3454	1.0	0.5	1.0
11646	1.0	1.0	0.0
11650	0.5	0.5	0.0
11654	0.5	0.5	0.5
11658	0.0	0.0	0.0
11665	0.5	0.5	0.0
3477	0.0	0.5	0.5
19864	0.0	0.0	0.0
19871	0.0	0.5	0.5
3491	0.0	0.5	0.5
11693	0.0	0.5	0.5
19886	1.0	1.0	0.0
11695	0.0	0.5	0.5
11696	0.0	1.0	1.0
3507	0.0	0.0	0.0
11701	0.0	1.0	1.0
11705	1.0	1.0	0.0
19899	0.5	0.0	0.5
11714	0.0	0.5	0.5
11715	0.0	0.5	0.5
11719	1.0	1.0	0.0
3531	0.0	0.0	0.0
11723	0.0	1.0	1.0
19916	0.0	0.0	0.0
19933	0.0	0.5	0.5
3554	0.5	1.0	1.0
11746	0.0	0.5	0.5
3557	0.0	0.0	0.0
19941	0.0	0.0	0.0
19943	0.5	0.5	0.5
19945	1.0	0.0	1.0
3562	0.0	0.5	0.5
3565	0.0	0.0	0.0
3569	0.0	1.0	1.0
19958	0.0	0.0	0.0
11775	0.0	0.0	0.5
11780	0.0	1.0	1.0
19978	0.5	0.0	0.5
11788	0.0	1.0	1.0
3597	0.0	0.5	0.5
19980	1.0	1.0	0.0
19981	0.0	0.5	0.5
19983	0.0	0.5	0.5
3601	1.0	1.0	0.0
19985	0.0	0.5	0.5
19986	0.0	1.0	1.0
11802	0.0	1.0	1.0
3611	0.5	0.5	0.0
19997	0.0	1.0	1.0
19999	0.0	0.5	0.5
3628	0.0	0.0	0.0
3630	0.5	1.0	1.0
3637	0.0	0.5	0.5
11830	0.0	0.5	0.5
3641	0.0	0.0	0.0
11836	0.0	1.0	1.0
11838	0.0	1.0	1.0
3655	0.0	0.5	0.5
11856	0.0	0.0	0.0
11866	0.0	1.0	1.0
3677	0.0	0.0	0.0
11872	0.5	0.0	0.5
11874	0.0	0.0	0.0
3684	0.0	0.0	0.0
3688	0.0	1.0	1.0
11895	0.0	0.5	0.5
3710	0.0	0.5	0.5
3713	0.0	1.0	1.0
3714	0.0	0.5	0.5
3720	0.0	0.5	0.5
11917	0.0	0.5	0.5
11919	0.0	0.5	0.5
3727	0.0	0.0	0.5
11923	0.0	0.0	0.5
3739	0.0	0.0	0.0
3742	0.0	0.0	0.0
11939	0.0	0.0	0.0
11940	0.0	0.5	0.5
3749	0.0	0.5	0.5
3757	0.0	0.5	0.5
3763	0.5	0.0	0.5
11955	1.0	1.0	0.0
11965	0.0	0.0	0.0
11970	0.0	1.0	1.0
11971	0.0	0.0	0.0
3798	0.0	0.0	0.0
3811	0.0	0.0	0.0
12004	0.0	0.5	0.5
3813	0.0	0.5	0.5
3815	0.5	1.0	0.5
3819	0.0	0.5	0.5
12016	0.0	1.0	1.0
12040	0.0	1.0	1.0
12041	0.0	0.5	0.5
3851	0.0	1.0	1.0
12044	0.0	1.0	1.0
12046	0.0	0.5	0.5
12047	0.0	0.0	0.0
3864	0.0	1.0	1.0
12076	0.0	1.0	1.0
3891	0.0	0.5	0.5
12092	0.0	0.5	0.5
3901	0.0	1.0	1.0
3912	0.0	1.0	1.0
3914	0.0	0.5	0.5
12113	0.0	1.0	1.0
12116	0.5	1.0	1.0
3944	0.0	0.0	0.0
12145	0.0	1.0	1.0
12150	0.0	0.5	0.5
12156	0.0	1.0	1.0
12162	0.0	0.0	0.0
3973	0.0	0.0	0.0
12169	0.0	0.0	0.0
12174	0.0	0.5	0.5
12176	0.5	0.5	0.0
12179	0.0	0.5	0.5
3988	0.0	0.0	0.0
12183	1.0	0.5	1.0
12184	0.0	0.5	0.5
12186	0.0	0.5	0.5
3999	0.0	0.5	0.5
4001	1.0	1.0	0.0
12198	0.0	1.0	1.0
12200	0.0	0.0	0.0
12202	0.0	1.0	1.0
4015	0.0	0.5	0.5
12207	0.0	0.5	0.5
12209	0.0	0.5	0.5
4019	0.0	0.0	0.0
12220	1.0	1.0	0.0
4034	0.0	0.0	0.0
12235	0.0	0.5	0.5
12237	0.0	0.5	0.5
12250	0.0	0.0	0.0
12255	0.0	0.0	0.0
12261	0.0	0.5	0.5
12266	0.0	1.0	1.0
4091	0.5	0.5	0.5
12290	0.5	0.5	0.0
12299	1.0	0.0	1.0
4108	0.5	0.5	0.5
4110	1.0	1.0	0.0
4115	0.0	0.0	0.0
12313	0.0	0.0	0.0
12317	0.0	0.5	0.5
12324	0.0	0.0	0.0
4134	0.0	0.5	0.5
12330	0.0	0.0	0.0
12331	1.0	1.0	1.0
4143	0.0	0.5	0.5
12338	1.0	1.0	1.0
4147	0.5	0.5	0.0
12339	0.0	0.5	0.5
12343	0.0	0.5	0.5
12346	1.0	1.0	0.0
4159	0.0	0.0	0.0
4165	0.0	1.0	1.0
4168	0.0	1.0	1.0
4172	0.0	1.0	1.0
12374	0.0	1.0	1.0
4189	0.0	0.0	0.0
12384	0.0	0.5	0.5
12395	0.0	0.5	0.5
4209	0.0	1.0	1.0
4213	0.5	0.5	0.5
12412	0.0	0.5	0.5
12416	0.0	0.0	0.0
12419	0.0	0.5	0.5
4233	0.5	0.5	0.5
4244	0.0	0.5	0.5
4256	0.0	1.0	1.0
4264	0.0	0.0	0.0
12469	0.0	0.0	0.0
12474	0.5	0.5	0.0
4298	1.0	0.5	1.0
4301	0.0	0.0	0.0
4313	0.0	0.0	0.0
12505	0.0	1.0	1.0
4325	0.0	0.0	0.0
4331	0.0	0.5	0.5
12534	0.0	0.0	0.0
4347	0.0	0.0	0.0
4359	0.5	0.0	0.5
4361	0.0	0.5	0.5
4362	0.0	1.0	1.0
4364	0.0	0.0	0.0
4381	0.5	0.5	1.0
4390	1.0	1.0	1.0
12583	0.0	0.0	0.0
12589	0.0	0.0	0.0
12593	1.0	1.0	0.0
12596	0.5	1.0	1.0
4407	0.0	1.0	1.0
12601	0.0	0.0	0.0
12608	0.5	1.0	0.5
12612	0.5	0.0	0.5
4426	1.0	0.0	1.0
4427	0.0	0.0	0.0
4431	0.0	1.0	1.0
4432	0.0	0.0	0.0
4433	0.0	0.0	0.0
4438	1.0	1.0	1.0
4441	0.0	0.5	0.5
4444	0.5	1.0	1.0
12641	0.0	0.5	0.5
4452	0.0	0.0	0.0
4453	0.0	0.0	0.0
12648	1.0	0.0	1.0
12652	0.0	0.5	0.5
12653	0.0	0.0	0.0
4466	0.0	0.5	0.5
4471	0.0	1.0	1.0
12667	0.5	1.0	1.0
12677	1.0	1.0	0.0
12678	0.0	1.0	1.0
4492	0.0	1.0	1.0
12686	0.0	0.5	0.5
4495	0.0	0.0	0.0
4496	0.0	0.5	0.5
12687	1.0	1.0	0.0
4498	0.0	1.0	1.0
12689	1.0	0.0	1.0
4500	0.0	0.5	0.5
4518	0.0	1.0	1.0
12714	0.5	1.0	0.5
12733	0.0	0.0	0.0
4544	1.0	1.0	0.0
4545	0.0	0.5	0.5
4556	1.0	0.5	1.0
12758	1.0	1.0	0.0
4567	0.5	0.0	0.5
12764	0.0	0.5	0.5
12766	0.0	0.5	0.5
12772	0.0	1.0	1.0
12773	1.0	0.0	1.0
12776	0.0	0.5	0.5
12791	0.0	0.5	0.5
4600	0.0	0.5	0.5
4612	0.0	0.0	0.0
4613	1.0	0.5	1.0
12804	0.0	1.0	1.0
4617	0.0	0.0	0.0
12809	0.0	0.5	0.5
4622	1.0	0.5	1.0
12820	0.0	0.5	0.5
4633	0.0	1.0	1.0
4638	0.0	0.0	0.0
4643	0.0	0.5	0.5
4645	0.0	1.0	1.0
4649	0.0	0.5	0.5
4663	0.5	0.5	1.0
12858	0.0	1.0	1.0
4671	0.0	0.0	0.0
4674	0.0	0.5	0.5
4676	0.0	0.5	0.5
12875	0.0	1.0	1.0
12876	1.0	1.0	0.0
12881	0.0	1.0	1.0
12892	0.0	1.0	1.0
4704	0.0	0.0	0.0
12911	0.0	1.0	1.0
12914	0.0	0.5	0.5
4730	0.0	1.0	1.0
4736	0.5	0.5	0.0
4737	0.0	0.0	0.0
4738	1.0	1.0	1.0
4749	0.5	0.5	0.5
12942	0.0	0.0	0.0
12947	0.0	0.5	0.5
4758	0.0	0.5	0.5
12952	1.0	1.0	1.0
4761	0.0	0.5	0.5
4778	0.0	0.5	0.5
4781	1.0	1.0	0.0
12973	0.5	0.0	0.5
12976	0.0	0.0	0.0
12978	0.0	0.5	0.5
4791	0.5	1.0	1.0
12985	0.0	0.0	0.0
12988	0.0	1.0	1.0
12991	0.0	0.0	0.0
4800	0.0	0.0	0.0
4805	1.0	0.5	1.0
4806	0.0	0.5	0.5
4807	1.0	1.0	1.0
12998	0.0	0.0	0.0
13000	1.0	0.0	1.0
4810	0.0	0.5	0.5
13014	1.0	1.0	1.0
4832	1.0	1.0	0.0
13026	0.0	0.5	0.5
4836	0.5	0.5	0.0
13032	0.5	0.5	0.5
4842	0.0	0.0	0.0
4847	0.0	0.0	0.0
4854	0.5	1.0	1.0
4855	1.0	1.0	0.0
13047	0.5	1.0	0.5
4859	0.0	0.5	0.5
13052	0.0	1.0	1.0
4874	1.0	1.0	0.0
13068	1.0	0.5	1.0
4883	0.0	1.0	1.0
13077	0.0	0.5	0.5
13082	1.0	1.0	0.0
4893	0.5	0.5	1.0
4896	0.0	0.0	0.0
13088	0.0	0.0	0.0
4911	0.0	0.0	0.0
4918	0.5	1.0	0.5
13117	0.0	0.0	0.0
13122	0.0	0.0	0.0
4932	1.0	1.0	0.0
13126	0.0	0.0	0.0
4945	0.0	0.0	0.0
13150	0.0	0.0	0.0
4965	0.0	1.0	1.0
4972	0.0	0.0	0.0
4977	0.0	0.5	0.5
13169	0.5	1.0	1.0
13179	1.0	1.0	0.0
13185	0.0	0.0	0.0
13193	1.0	1.0	0.5
5011	0.0	0.5	0.5
5017	0.0	0.0	0.0
13217	0.0	0.5	0.5
5030	0.0	0.5	0.5
13222	0.0	0.0	0.0
13225	0.0	0.0	0.0
13227	0.0	0.5	0.5
13235	0.0	0.0	0.0
13240	0.0	0.0	0.0
5052	0.0	0.0	0.0
5053	0.0	1.0	1.0
13246	0.0	0.0	0.0
5057	0.0	1.0	1.0
13259	0.0	0.0	0.0
13262	1.0	1.0	0.5
5074	1.0	1.0	0.0
5079	1.0	1.0	0.5
5085	0.0	0.0	0.0
13282	0.0	0.5	0.5
13285	0.0	0.0	0.0
5105	0.5	0.0	0.5
5106	0.0	0.0	0.0
13297	0.0	1.0	1.0
5110	0.0	0.5	0.5
5123	1.0	1.0	0.0
5125	1.0	1.0	0.5
5127	0.0	1.0	1.0
13324	0.0	0.0	0.0
5137	0.0	1.0	1.0
13351	0.0	0.5	0.5
5178	1.0	1.0	0.0
5179	0.0	0.5	0.5
5180	0.0	0.0	0.0
13381	1.0	1.0	0.0
5190	0.0	0.5	0.5
13396	0.0	0.5	0.5
13400	1.0	1.0	0.0
13404	0.5	1.0	1.0
13408	0.0	0.5	0.5
13410	0.0	0.0	0.0
13418	0.0	0.0	0.0
5233	1.0	1.0	0.5
5234	0.0	0.0	0.0
13429	1.0	1.0	0.0
5238	0.0	0.5	0.5
5239	0.5	0.5	0.5
13430	0.0	0.0	0.0
5241	0.0	0.0	0.0
5250	0.0	1.0	1.0
13447	0.0	0.0	0.0
5257	0.0	0.5	0.5
5259	0.0	0.0	0.0
13457	0.0	1.0	1.0
13468	0.0	0.5	0.5
5277	0.0	0.5	0.5
13473	0.5	1.0	0.5
5288	0.0	0.0	0.0
13480	0.0	1.0	1.0
13482	0.5	0.5	0.0
5296	0.0	0.0	0.0
13491	0.5	0.5	0.0
5300	0.0	0.5	0.5
5302	0.0	1.0	1.0
13501	0.0	0.5	0.5
5312	1.0	1.0	0.0
13504	0.0	0.0	0.0
13508	0.0	0.5	0.5
5320	0.5	1.0	0.5
5321	1.0	1.0	0.0
13519	0.0	1.0	1.0
5335	0.0	1.0	1.0
5343	0.0	0.0	0.0
13546	0.5	0.5	0.5
13548	1.0	1.0	0.0
13551	0.0	0.5	0.5
5371	0.0	0.0	0.0
13565	0.0	0.5	0.5
5374	0.0	0.0	0.0
13569	1.0	0.5	1.0
13576	0.0	0.5	0.5
5388	0.0	0.0	0.0
5391	0.5	0.5	0.0
13585	0.0	0.5	0.5
13599	0.0	0.5	0.5
5409	0.0	1.0	1.0
13606	0.0	1.0	1.0
5416	1.0	1.0	0.0
13613	0.0	0.0	0.0
5424	0.0	0.5	0.5
5430	1.0	1.0	1.0
13622	0.0	1.0	1.0
13624	0.0	0.0	0.0
5436	0.0	0.0	0.0
13630	0.0	0.5	0.5
5443	0.0	0.0	0.0
13636	0.0	0.5	0.5
5446	0.0	1.0	1.0
5449	0.5	0.5	1.0
5451	0.0	1.0	1.0
13646	0.0	0.0	0.0
13660	0.0	0.5	0.5
5476	0.0	0.5	0.5
13670	0.0	0.0	0.0
13674	0.0	0.5	0.5
5487	0.0	0.0	0.0
5491	0.0	0.5	0.5
5496	0.5	0.5	0.0
13704	0.0	0.0	0.0
13712	0.0	1.0	1.0
13717	0.0	0.0	0.0
13719	0.0	1.0	1.0
5531	0.0	0.0	0.0
5537	0.0	0.0	0.0
5540	0.0	1.0	1.0
13738	0.0	1.0	1.0
13747	0.0	1.0	1.0
5561	0.0	0.0	0.0
13761	1.0	1.0	0.0
5570	0.0	0.5	0.5
13773	0.0	0.0	0.0
13774	0.0	0.5	0.5
13775	0.0	0.5	0.5
5589	0.0	1.0	1.0
5593	0.0	1.0	1.0
5601	0.0	1.0	1.0
13808	0.0	0.5	0.5
13809	0.0	0.5	0.5
5623	0.0	1.0	1.0
5627	0.5	0.5	0.5
13829	1.0	1.0	1.0
13833	0.0	0.0	0.0
5645	1.0	1.0	1.0
5646	0.0	0.0	0.0
13844	0.0	1.0	1.0
5656	0.0	1.0	1.0
5657	0.0	0.0	0.0
13850	0.0	1.0	1.0
13860	0.0	1.0	1.0
5676	0.0	0.5	0.5
13878	1.0	1.0	0.0
5694	0.0	0.0	0.0
5700	0.0	0.0	0.0
13892	0.0	1.0	1.0
5705	1.0	1.0	0.0
5714	0.5	0.5	0.5
13911	0.0	0.5	0.5
13914	0.5	0.5	0.0
5725	0.5	0.5	0.0
13918	0.0	1.0	1.0
5727	0.5	0.0	0.5
13919	1.0	1.0	0.0
13920	0.0	0.5	0.5
13924	0.5	0.5	0.0
13932	1.0	0.0	0.5
5746	0.0	0.0	0.0
5751	0.0	0.0	0.0
5753	0.0	0.5	0.5
13947	1.0	1.0	0.0
5758	0.0	1.0	1.0
13950	0.0	0.5	0.5
5760	0.0	0.5	0.5
5773	0.0	0.5	0.5
13965	0.0	0.5	0.5
13966	0.0	1.0	1.0
5777	0.0	0.0	0.0
5780	0.0	0.5	0.5
5783	0.0	0.0	0.0
5789	0.0	0.0	0.0
5792	1.0	1.0	0.0
13987	0.0	0.5	0.5
5798	1.0	1.0	0.0
13993	0.0	1.0	1.0
5802	0.0	0.5	0.5
13995	0.0	0.0	0.0
13998	0.0	0.5	0.5
13999	1.0	0.5	0.5
14026	0.0	0.0	0.0
14037	0.0	0.0	0.0
14040	0.0	0.0	0.0
14044	0.0	0.5	0.5
5856	0.0	0.0	0.0
14052	0.0	0.0	0.0
14053	0.0	1.0	1.0
14057	0.5	0.5	0.5
14061	0.0	0.0	0.0
5871	0.5	1.0	0.5
14070	0.0	1.0	1.0
5879	0.0	0.0	0.0
5882	0.0	0.0	0.0
14076	1.0	1.0	0.5
14084	0.0	0.5	0.5
5893	1.0	0.0	1.0
5896	0.5	0.0	0.5
5902	0.0	0.5	0.5
14099	1.0	0.5	1.0
5908	0.0	0.0	0.0
14110	0.0	0.5	0.5
14114	0.5	0.5	0.0
14115	0.0	0.0	0.0
14125	0.0	1.0	1.0
5942	0.5	0.5	0.0
14136	0.0	0.0	0.0
5950	0.0	0.0	0.0
5952	0.0	0.0	0.0
5960	0.5	1.0	0.5
14154	0.5	0.0	0.5
14173	0.0	0.5	0.5
5985	1.0	1.0	0.5
5987	0.0	0.5	0.5
14179	0.0	0.5	0.5
5989	0.0	1.0	1.0
5990	0.0	0.0	0.0
5998	1.0	1.0	0.5
14192	0.0	0.5	0.5
14200	0.0	0.5	0.5
6013	0.0	0.5	0.5
14208	0.5	0.0	0.5
14211	0.0	0.5	0.5
14232	0.0	0.0	0.0
6043	1.0	1.0	0.5
14244	0.0	0.0	0.0
6060	0.0	0.5	0.5
14258	0.0	0.0	0.0
14263	0.5	1.0	1.0
14270	0.0	0.0	0.0
6083	0.0	1.0	1.0
14278	0.0	0.5	0.5
6091	0.0	1.0	1.0
14287	0.0	1.0	1.0
14288	0.5	0.5	0.0
14289	0.0	0.5	0.5
14290	0.0	1.0	1.0
6100	0.0	0.0	0.0
6103	0.0	0.5	0.5
14296	0.0	1.0	1.0
14297	0.0	0.0	0.0
6117	0.0	0.0	0.0
14310	0.0	1.0	1.0
6123	0.0	0.0	0.0
6141	1.0	1.0	0.0
6151	0.0	0.0	0.0
6155	0.0	1.0	1.0
6169	0.0	0.0	0.0
14370	0.0	0.0	0.0
14374	0.5	1.0	0.5
6184	0.0	1.0	1.0
6185	0.5	0.5	0.0
6191	0.0	0.5	0.5
14383	0.0	0.0	0.0
14389	0.0	0.5	0.5
14398	0.0	0.0	0.0
14415	0.0	0.5	0.5
6230	0.5	0.0	0.5
14423	0.0	0.0	0.0
14424	0.0	0.5	0.5
6234	0.0	0.0	0.0
6237	0.0	0.0	0.0
6239	0.0	1.0	1.0
14431	0.0	1.0	1.0
14435	0.5	0.5	0.0
14438	0.0	0.0	0.0
6255	1.0	1.0	1.0
14452	0.0	0.0	0.0
6263	0.0	0.0	0.0
6266	0.0	0.5	0.5
6270	0.0	0.5	0.5
6277	0.0	0.0	0.0
6284	0.0	0.0	0.0
6289	0.0	0.5	0.5
14485	0.0	0.0	0.0
6295	0.0	0.5	0.5
6296	0.0	0.5	0.5
14487	1.0	0.5	1.0
14490	0.0	1.0	1.0
14503	0.0	0.5	0.5
6314	0.0	0.0	0.0
14513	0.0	0.0	0.0
6332	0.0	1.0	1.0
14528	0.0	1.0	1.0
6343	0.0	0.0	0.0
14537	0.0	1.0	1.0
14542	0.5	0.0	0.5
6360	0.0	1.0	1.0
14552	0.0	0.0	0.0
14553	0.0	1.0	1.0
14556	0.0	1.0	1.0
14560	0.0	1.0	1.0
6369	0.5	1.0	1.0
14562	0.0	0.5	0.5
6372	0.0	0.0	0.0
14566	0.0	0.0	0.0
6375	1.0	1.0	0.0
6377	1.0	1.0	0.0
6397	0.0	0.0	0.0
14590	0.0	0.5	0.5
14595	1.0	1.0	1.0
14597	0.0	0.0	0.0
6407	0.5	0.0	0.5
14600	0.0	1.0	1.0
6421	1.0	1.0	0.5
6431	0.0	0.5	0.5
6442	0.0	0.0	0.0
6447	0.0	0.5	0.5
14647	0.0	0.0	0.0
6457	1.0	1.0	0.0
6470	0.0	0.5	0.5
6472	0.0	0.0	0.0
14664	0.5	0.5	0.5
6489	0.0	0.5	0.5
14684	0.0	0.5	0.5
14689	0.0	1.0	1.0
6515	0.0	0.5	0.5
14717	0.0	0.0	0.0
6531	0.5	0.5	0.5
6541	0.0	0.5	0.5
6543	0.0	0.0	0.0
6547	1.0	1.0	1.0
14750	0.5	1.0	1.0
6564	0.0	0.0	0.0
14756	0.5	0.5	0.5
6566	0.0	0.5	0.5
6571	0.0	1.0	1.0
6574	0.0	0.5	0.5
6586	1.0	1.0	0.0
6589	1.0	1.0	0.0
14789	0.5	0.5	0.5
6611	0.0	0.0	0.0
6617	0.0	0.5	0.5
14819	0.0	0.5	0.5
14821	0.0	1.0	1.0
6639	0.0	0.5	0.5
6641	0.0	1.0	1.0
6646	0.0	0.0	0.0
14838	1.0	1.0	0.0
6653	0.0	0.5	0.5
14847	0.0	0.5	0.5
6656	0.0	0.0	0.0
14860	1.0	1.0	1.0
6676	0.0	0.0	0.0
14871	0.0	0.5	0.5
6705	0.0	0.5	0.5
14900	0.5	1.0	1.0
6722	0.0	0.0	0.0
6723	0.0	0.5	0.5
6732	0.0	0.5	0.5
6737	1.0	1.0	0.0
6738	0.0	1.0	1.0
6739	0.0	0.5	0.5
14949	0.0	0.0	0.0
6765	0.0	0.0	0.0
6768	0.5	0.5	0.0
6777	0.5	1.0	0.5
6784	0.0	1.0	1.0
6800	0.0	0.5	0.5
6802	0.0	1.0	1.0
14997	0.0	0.0	0.0
6808	0.5	0.5	1.0
6810	0.0	0.5	0.5
6820	0.5	0.5	0.0
15024	0.0	0.5	0.5
6834	0.0	0.0	0.0
15035	0.0	0.5	0.5
15049	0.5	0.5	1.0
6874	0.0	0.5	0.5
15070	1.0	1.0	0.0
15071	0.0	0.5	0.5
6882	0.0	0.0	0.0
6883	0.0	0.0	0.0
15084	0.0	0.0	0.0
6894	0.0	0.5	0.5
6895	1.0	1.0	0.0
15088	0.0	0.5	0.5
6899	0.0	0.0	0.0
15097	0.0	1.0	1.0
6911	0.0	0.5	0.5
15107	0.0	0.5	0.5
6918	0.0	0.5	0.5
15115	0.0	0.5	0.5
6925	0.0	0.5	0.5
15126	0.5	0.5	0.5
6939	1.0	1.0	1.0
6942	0.0	1.0	1.0
6944	0.0	0.5	0.5
15141	0.5	0.5	0.0
6950	0.0	0.5	0.5
15148	0.0	0.5	0.5
15150	0.0	0.5	0.5
15152	1.0	1.0	0.0
6961	0.5	0.0	0.5
15153	0.0	0.0	0.0
15157	0.0	0.5	0.5
6967	0.0	1.0	1.0
15159	0.0	0.5	0.5
6971	1.0	1.0	1.0
6981	0.0	0.0	0.0
6982	0.0	0.5	0.5
6989	0.0	0.0	0.0
15184	0.5	0.0	0.5
6997	0.0	0.0	0.0
7006	0.0	1.0	1.0
7010	0.0	0.0	0.0
7011	0.0	0.0	0.0
15203	0.0	0.0	0.0
7023	0.0	0.5	0.5
15223	0.0	1.0	1.0
15230	0.0	0.0	0.0
7042	0.0	1.0	1.0
7044	0.0	0.5	0.5
7053	0.0	0.5	0.5
7057	0.0	0.0	0.0
7058	1.0	0.0	1.0
7060	1.0	0.0	1.0
15252	0.5	1.0	1.0
15255	0.0	1.0	1.0
7070	1.0	1.0	0.0
15266	0.0	0.0	0.0
7080	0.0	1.0	1.0
7084	0.0	0.5	0.5
15283	0.0	1.0	1.0
15306	0.0	0.0	0.0
7115	0.0	0.0	0.0
7120	0.0	0.0	0.0
15314	0.5	0.5	0.5
7124	0.0	0.5	0.5
15318	0.0	0.5	0.5
15329	0.0	0.0	0.0
7138	0.5	0.5	0.0
15339	0.0	0.0	0.0
7148	0.0	0.5	0.5
7152	0.0	0.5	0.5
15344	0.0	0.5	0.5
7155	0.0	1.0	1.0
15350	0.0	0.0	0.0
7159	0.0	0.5	0.5
15359	0.0	0.5	0.5
15361	0.5	1.0	1.0
15369	0.0	0.5	0.5
7180	0.0	1.0	1.0
15375	0.0	1.0	1.0
7185	0.0	1.0	1.0
7187	0.0	0.5	0.5
15386	0.5	1.0	1.0
7197	1.0	1.0	0.0
7207	0.0	0.0	0.0
15399	0.0	0.0	0.0
7209	0.0	1.0	1.0
7215	1.0	1.0	1.0
7219	1.0	0.5	1.0
7228	0.0	0.5	0.5
15423	0.0	0.0	0.0
7240	0.0	0.0	0.0
15445	0.0	1.0	1.0
7254	0.5	0.0	0.5
7267	0.0	1.0	1.0
15464	0.5	0.5	0.5
7275	0.0	0.0	0.0
15477	0.0	0.0	0.0
7288	0.0	1.0	1.0
7292	0.0	1.0	1.0
15486	0.0	1.0	1.0
7312	0.0	0.0	0.0
7313	0.0	1.0	1.0
15505	0.5	0.0	0.5
7315	0.0	0.5	0.5
15508	0.0	1.0	1.0
15513	0.0	0.5	0.5
15518	0.0	0.5	0.5
15521	0.0	0.0	0.0
15523	0.0	0.5	0.5
15525	0.0	0.0	0.0
15526	0.0	1.0	1.0
7341	0.0	0.5	0.5
15535	0.5	1.0	0.5
7344	0.0	0.0	0.0
7351	0.0	0.0	0.0
7358	0.0	0.5	0.5
15553	0.0	1.0	1.0
15564	0.0	1.0	1.0
7374	0.5	0.5	0.5
15578	0.0	0.5	0.5
7391	0.0	0.0	0.0
7393	0.0	0.5	0.5
15586	0.0	0.5	0.5
15587	1.0	1.0	1.0
7401	0.0	0.5	0.5
15597	0.0	0.5	0.5
15601	0.0	0.0	0.0
7422	0.0	0.5	0.5
7425	0.0	0.5	0.5
7427	1.0	1.0	1.0
15636	0.0	1.0	1.0
15637	0.0	0.5	0.5
7447	0.0	0.5	0.5
15639	0.0	0.0	0.0
15647	0.0	0.0	0.0
7456	0.0	0.5	0.5
7484	0.0	0.0	0.0
