subtree_id	inferred-true-rf	inferred-init-rf	init-true-rf
482	0.0	0.5	0.5
16867	0.0	1.0	1.0
489	0.0	0.0	0.0
8681	0.0	0.0	0.0
8692	0.0	1.0	1.0
503	0.0	0.0	0.0
505	0.0	1.0	1.0
8703	0.0	1.0	1.0
16897	0.0	0.5	0.5
8706	0.0	1.0	1.0
515	0.0	0.0	0.0
8712	0.0	0.0	0.0
8713	0.5	0.5	1.0
16908	0.0	0.0	0.0
8717	0.0	0.0	0.0
526	0.0	0.5	0.5
527	0.0	0.0	0.0
8718	0.0	1.0	1.0
530	0.0	0.5	0.5
16921	0.0	1.0	1.0
16922	0.0	0.0	0.0
540	0.0	0.0	0.0
8735	0.0	0.5	0.5
546	0.0	1.0	1.0
553	0.0	0.0	0.0
16941	0.0	0.0	0.0
16944	0.5	0.5	0.5
561	0.0	0.0	0.0
8755	0.0	0.5	0.5
8756	0.0	0.5	0.5
570	0.0	0.5	0.5
572	0.0	0.0	0.0
16959	0.0	0.0	0.0
16960	0.0	0.0	0.0
16965	0.0	0.0	0.0
16968	0.0	0.5	0.5
8783	0.0	0.5	0.5
8784	0.5	0.5	0.5
8788	0.0	0.0	0.0
8793	0.0	1.0	1.0
16985	0.0	1.0	1.0
8796	0.5	0.0	0.5
16991	0.0	0.5	0.5
8801	0.0	0.0	0.0
615	0.0	1.0	1.0
8809	0.0	0.5	0.5
620	1.0	0.5	1.0
8821	0.0	1.0	1.0
630	0.5	0.5	1.0
17015	0.0	0.5	0.5
633	0.0	0.5	0.5
17019	0.0	1.0	1.0
17020	1.0	1.0	0.0
17023	0.0	0.5	0.5
8838	0.0	1.0	1.0
8839	0.0	0.0	0.0
17030	0.0	0.5	0.5
17044	0.0	0.0	0.0
662	0.0	0.0	0.0
8854	1.0	1.0	1.0
664	0.0	0.5	0.5
667	0.5	0.5	0.5
668	0.0	0.0	0.0
17056	0.0	1.0	1.0
17071	0.0	0.0	0.0
17073	0.5	0.0	0.5
17074	0.0	0.0	0.0
8885	0.0	0.5	0.5
699	0.0	0.5	0.5
700	0.5	0.0	0.5
17083	0.5	1.0	1.0
17088	0.0	1.0	1.0
17092	0.0	0.0	0.0
8906	0.0	0.0	0.0
8907	0.0	0.0	0.0
17101	0.0	1.0	1.0
17102	0.0	0.0	0.0
727	0.0	0.5	0.5
729	0.0	0.0	0.0
8921	0.0	0.5	0.5
8925	0.0	0.0	0.0
8928	0.0	0.5	0.5
8943	0.0	0.5	0.5
8947	0.5	0.5	1.0
17145	0.0	0.5	0.5
768	0.0	1.0	1.0
769	0.0	0.0	0.0
770	1.0	0.0	1.0
17155	0.0	0.0	0.0
17160	0.0	0.5	0.5
17163	0.0	0.0	0.0
785	0.0	0.0	0.0
17176	0.0	0.5	0.5
8985	0.0	0.0	0.0
794	0.0	0.5	0.5
8988	0.5	1.0	1.0
805	1.0	0.0	1.0
8997	0.5	0.0	0.5
807	0.0	0.0	0.0
9006	0.0	1.0	1.0
815	0.0	0.0	0.0
9008	0.0	0.5	0.5
9012	0.0	1.0	1.0
9014	0.0	0.0	0.0
823	0.0	1.0	1.0
824	0.0	0.5	0.5
17209	0.5	1.0	1.0
9018	1.0	0.5	0.5
9019	1.0	0.0	1.0
828	0.5	1.0	0.5
17210	0.0	0.0	0.0
17215	0.5	1.0	0.5
17217	0.0	0.5	0.5
846	1.0	1.0	0.0
847	0.0	0.0	0.0
852	0.0	0.5	0.5
854	0.0	0.5	0.5
855	0.0	0.0	0.0
