family	init-inferred-rf	init-true-rf	inferred-true-rf
PF21777	0.9605263157894737	0.7763157894736842	0.9605263157894737
PF24947	0.9803921568627451	0.8823529411764706	0.9411764705882353
PF15612	0.967391304347826	0.6195652173913043	0.9130434782608695
PF05348	0.95	0.3	0.9333333333333333
PF03646	0.9456521739130435	0.6413043478260869	0.9565217391304348
PF01414	0.9375	0.4583333333333333	0.875
PF21164	0.9833333333333333	0.95	0.95
PF09384	0.9548872180451128	0.45864661654135336	0.924812030075188
PF19461	0.9496402877697842	0.30935251798561153	0.9568345323741008
PF14159	0.945054945054945	0.5494505494505495	0.9010989010989011
PF00320	0.9629629629629629	0.6666666666666666	0.9629629629629629
PF14898	0.9795918367346939	0.5510204081632653	0.9795918367346939
PF23425	0.8545454545454545	0.6	0.8727272727272727
PF25523	0.9433962264150944	0.4528301886792453	0.9433962264150944
PF18885	0.9631578947368421	0.6473684210526316	0.9578947368421052
PF04483	0.94	0.54	0.96
PF23248	0.9417989417989417	0.5343915343915344	0.9206349206349206
PF23468	0.9272727272727272	0.5272727272727272	0.9272727272727272
PF22043	0.9024390243902439	0.2804878048780488	0.8780487804878049
PF06119	0.9508196721311475	0.32786885245901637	0.9344262295081968
PF11338	0.9117647058823529	0.5294117647058824	0.8970588235294118
PF23549	0.9743589743589743	0.717948717948718	0.9487179487179487
PF13657	0.9365079365079365	0.6190476190476191	0.8888888888888888
PF23665	0.927710843373494	0.5180722891566265	0.9156626506024096
PF08154	0.9479768786127167	0.48554913294797686	0.9248554913294798
PF24935	0.875	0.48214285714285715	0.8571428571428571
PF02342	0.9510869565217391	0.5163043478260869	0.9619565217391305
PF22527	0.90625	0.53125	0.890625
PF13590	0.937888198757764	0.515527950310559	0.9254658385093167
PF05380	0.9487179487179487	0.32051282051282054	0.9230769230769231
PF19928	0.8831168831168831	0.6363636363636364	0.8961038961038961
PF23086	0.946236559139785	0.4838709677419355	0.9354838709677419
