	family	subtree_id	inferred-true-rf	inferred-init-rf	init-true-rf
631	PF00004	18487	0.5	0.5	0.5
632	PF00004	18488	0.0	0.5	0.5
633	PF00004	2106	0.0	0.5	0.5
634	PF00004	2107	0.0	0.5	0.5
635	PF00004	2114	0.0	1.0	1.0
636	PF00004	2117	0.0	0.0	0.0
637	PF00004	2121	0.5	0.5	0.5
638	PF00004	10315	0.0	0.0	0.0
639	PF00004	2126	0.0	0.0	0.0
640	PF00004	10321	0.0	0.0	0.0
641	PF00004	18517	0.0	0.5	0.5
642	PF00004	10327	0.0	0.5	0.5
643	PF00004	18521	0.0	0.0	0.0
644	PF00004	2138	0.5	0.5	0.0
645	PF00004	2140	0.0	0.5	0.5
646	PF00004	18526	0.0	0.5	0.5
647	PF00004	2144	0.5	1.0	1.0
648	PF00004	10341	0.5	0.5	0.5
649	PF00004	10345	0.0	0.5	0.5
650	PF00004	18541	0.0	0.5	0.5
651	PF00004	18547	0.0	0.0	0.0
652	PF00004	10358	0.0	1.0	1.0
653	PF00004	10362	0.0	1.0	1.0
654	PF00004	18565	0.0	0.0	0.0
655	PF00004	10381	0.5	0.5	0.5
656	PF00004	18573	0.0	0.5	0.5
657	PF00004	2191	0.0	1.0	1.0
658	PF00004	10383	1.0	1.0	0.5
659	PF00004	2193	0.0	0.0	0.0
660	PF00004	2194	0.0	1.0	1.0
661	PF00004	18575	0.0	0.0	0.0
662	PF00004	2199	0.0	0.5	0.5
663	PF00004	2201	0.0	1.0	1.0
664	PF00004	10396	0.0	0.5	0.5
665	PF00004	10397	0.0	0.0	0.0
666	PF00004	18589	0.5	0.0	0.5
667	PF00004	18590	0.0	1.0	1.0
668	PF00004	18597	0.0	0.0	0.0
669	PF00004	2220	0.0	0.5	0.5
670	PF00004	18609	0.0	0.5	0.5
671	PF00004	10427	0.0	0.5	0.5
672	PF00004	10434	0.0	0.0	0.0
673	PF00004	2244	0.0	0.0	0.0
674	PF00004	18640	0.0	0.5	0.5
675	PF00004	10454	0.0	0.5	0.5
676	PF00004	10458	0.0	0.5	0.5
677	PF00004	18650	0.0	1.0	1.0
678	PF00004	2279	0.0	0.0	0.0
679	PF00004	18665	0.0	0.0	0.0
680	PF00004	10479	0.0	0.0	0.0
681	PF00004	2290	0.0	0.0	0.0
682	PF00004	10489	0.0	1.0	1.0
683	PF00004	10493	0.0	0.0	0.0
684	PF00004	18707	0.0	1.0	1.0
685	PF00004	10519	0.0	0.0	0.0
686	PF00004	2328	0.0	1.0	1.0
687	PF00004	18712	0.0	0.0	0.0
688	PF00004	18713	0.0	0.5	0.5
689	PF00004	10527	1.0	1.0	0.5
690	PF00004	2337	0.0	0.0	0.0
691	PF00004	2344	0.0	1.0	1.0
692	PF00004	10536	0.0	0.0	0.0
693	PF00004	10542	0.0	1.0	1.0
694	PF00004	2354	0.0	0.0	0.0
695	PF00004	2357	0.0	0.5	0.5
696	PF00004	10553	0.0	1.0	1.0
697	PF00004	10555	1.0	1.0	0.0
698	PF00004	10556	0.0	0.0	0.0
699	PF00004	2366	0.0	0.5	0.5
700	PF00004	2369	0.0	0.0	0.0
701	PF00004	18754	0.0	0.0	0.0
702	PF00004	18756	0.0	1.0	1.0
703	PF00004	10569	0.0	0.5	0.5
704	PF00004	2383	0.0	0.5	0.5
705	PF00004	2386	0.0	0.5	0.5
706	PF00004	18778	0.0	1.0	1.0
707	PF00004	2397	1.0	1.0	0.0
708	PF00004	10590	0.0	1.0	1.0
709	PF00004	18788	0.5	0.5	0.0
710	PF00004	2422	0.0	0.0	0.0
711	PF00004	10617	0.0	0.5	0.5
712	PF00004	10618	0.0	0.0	0.0
713	PF00004	2428	0.0	1.0	1.0
714	PF00004	2429	0.0	1.0	1.0
715	PF00004	2431	0.0	0.0	0.0
716	PF00004	18817	0.0	1.0	1.0
717	PF00004	2434	0.0	1.0	1.0
718	PF00004	10628	0.0	0.5	0.5
719	PF00004	2444	1.0	1.0	1.0
720	PF00004	10637	0.0	0.5	0.5
721	PF00004	18828	0.0	1.0	1.0
722	PF00004	10641	0.0	0.0	0.0
723	PF00004	2455	0.5	0.5	1.0
724	PF00004	10648	0.0	1.0	1.0
725	PF00004	18846	0.0	0.5	0.5
726	PF00004	2470	0.0	1.0	1.0
727	PF00004	2473	0.0	0.0	0.0
728	PF00004	2476	0.0	0.0	0.0
729	PF00004	2480	0.0	0.5	0.5
730	PF00004	2483	0.0	0.0	0.0
731	PF00004	10678	0.0	0.0	0.0
732	PF00004	2490	0.0	0.5	0.5
733	PF00004	10683	0.0	1.0	1.0
734	PF00004	2492	0.0	0.5	0.5
735	PF00004	2495	1.0	1.0	1.0
736	PF00004	10694	0.0	0.5	0.5
737	PF00004	2503	0.0	0.5	0.5
738	PF00004	18889	0.0	0.5	0.5
739	PF00004	10700	0.0	1.0	1.0
740	PF00004	18896	0.0	1.0	1.0
741	PF00004	10707	0.0	1.0	1.0
742	PF00004	18904	0.0	0.5	0.5
743	PF00004	10717	0.0	0.0	0.0
744	PF00004	18913	0.0	0.5	0.5
745	PF00004	2531	0.0	0.5	0.5
746	PF00004	10725	0.0	0.0	0.0
747	PF00004	10730	0.0	1.0	1.0
748	PF00004	18923	0.0	0.5	0.5
749	PF00004	2540	0.0	0.5	0.5
750	PF00004	18936	0.0	0.5	0.5
751	PF00004	10746	0.0	0.5	0.5
752	PF00004	2558	0.0	0.5	0.5
753	PF00004	18943	0.0	0.5	0.5
754	PF00004	18945	0.0	1.0	1.0
755	PF00004	10755	0.0	0.5	0.5
756	PF00004	10757	0.0	0.0	0.0
757	PF00004	10758	0.0	1.0	1.0
758	PF00004	2569	0.0	0.5	0.5
759	PF00004	2574	0.0	0.0	0.0
760	PF00004	18968	0.0	0.5	0.5
761	PF00004	18970	0.0	1.0	1.0
762	PF00004	18973	0.0	1.0	1.0
763	PF00004	2591	0.0	0.0	0.0
764	PF00004	18978	0.0	0.5	0.5
765	PF00004	10788	0.0	0.0	0.0
766	PF00004	10790	0.0	0.5	0.5
767	PF00004	2600	0.0	0.5	0.5
768	PF00004	10794	0.0	0.0	0.0
769	PF00004	18993	0.0	0.5	0.5
770	PF00004	2613	0.0	1.0	1.0
771	PF00004	10806	0.0	1.0	1.0
772	PF00004	19003	0.5	0.5	0.0
773	PF00004	19005	0.0	0.0	0.0
774	PF00004	10817	1.0	1.0	0.5
775	PF00004	10818	0.0	0.0	0.0
776	PF00004	2633	0.0	0.0	0.0
777	PF00004	19020	0.0	0.5	0.5
778	PF00004	10829	0.5	0.0	0.5
779	PF00004	19021	0.0	0.5	0.5
780	PF00004	10832	0.5	0.5	0.0
781	PF00004	10838	0.0	0.0	0.0
782	PF00004	19030	0.0	1.0	1.0
783	PF00004	19031	0.0	0.0	0.0
784	PF00004	2666	0.0	0.5	0.5
785	PF00004	2668	0.0	0.5	0.5
786	PF00004	19054	0.0	0.5	0.5
787	PF00004	2675	1.0	1.0	0.0
788	PF00004	19066	0.0	0.0	0.0
789	PF00004	10875	0.0	0.0	0.0
790	PF00004	2694	0.0	1.0	1.0
791	PF00004	2696	0.0	0.5	0.5
792	PF00004	10894	0.0	0.5	0.5
793	PF00004	19088	0.0	0.0	0.0
794	PF00004	19089	0.0	0.5	0.5
795	PF00004	2709	0.0	0.5	0.5
796	PF00004	2712	0.0	0.0	0.0
797	PF00004	19097	0.0	1.0	1.0
798	PF00004	19099	0.0	0.5	0.5
799	PF00004	2718	0.0	0.5	0.5
800	PF00004	2720	0.0	0.5	0.5
801	PF00004	2721	0.0	0.0	0.0
802	PF00004	10917	0.0	0.0	0.0
803	PF00004	10922	0.0	0.0	0.0
804	PF00004	19116	0.0	0.5	0.5
805	PF00004	19118	0.0	0.5	0.5
806	PF00004	19119	0.5	0.5	0.0
807	PF00004	2739	0.0	0.0	0.0
808	PF00004	19124	0.0	1.0	1.0
809	PF00004	19129	0.0	0.0	0.0
810	PF00004	19130	1.0	1.0	1.0
811	PF00004	2748	0.0	0.5	0.5
812	PF00004	19135	0.5	0.5	0.5
813	PF00004	19142	0.0	0.0	0.0
814	PF00004	10955	0.0	0.0	0.0
815	PF00004	10966	0.0	0.0	0.0
816	PF00004	10967	0.0	0.0	0.0
817	PF00004	2780	0.5	0.0	0.5
818	PF00004	19167	0.0	0.0	0.0
819	PF00004	10976	0.5	0.0	0.5
820	PF00004	19171	0.5	0.0	0.5
821	PF00004	19172	0.0	0.0	0.0
822	PF00004	19175	0.5	0.5	0.5
823	PF00004	10986	0.0	1.0	1.0
824	PF00004	19182	0.0	0.0	0.0
825	PF00004	10999	0.0	0.5	0.5
826	PF00004	19191	1.0	0.5	1.0
827	PF00004	2809	0.0	0.0	0.0
828	PF00004	2812	0.0	1.0	1.0
829	PF00004	11004	0.0	0.0	0.0
830	PF00004	19199	0.0	0.5	0.5
831	PF00004	2818	0.0	0.5	0.5
832	PF00004	11017	0.0	1.0	1.0
833	PF00004	11023	0.0	0.0	0.0
834	PF00004	11024	0.0	1.0	1.0
835	PF00004	19217	0.0	0.0	0.0
836	PF00004	19222	0.0	1.0	1.0
837	PF00004	19223	0.5	0.5	1.0
838	PF00004	19224	0.0	1.0	1.0
839	PF00004	2845	0.0	1.0	1.0
840	PF00004	19230	0.0	0.0	0.0
841	PF00004	19232	0.0	1.0	1.0
842	PF00004	19233	0.0	0.0	0.0
843	PF00004	2850	0.5	0.5	0.0
844	PF00004	2853	0.0	1.0	1.0
845	PF00004	11047	0.0	1.0	1.0
846	PF00004	11054	0.0	0.5	0.5
847	PF00004	2864	0.0	0.0	0.0
848	PF00004	2870	0.0	1.0	1.0
849	PF00004	19256	0.0	0.0	0.0
850	PF00004	2876	0.0	0.0	0.0
851	PF00004	19263	0.0	0.5	0.5
852	PF00004	2892	0.0	0.0	0.0
853	PF00004	11084	0.0	0.5	0.5
854	PF00004	19276	0.0	1.0	1.0
855	PF00004	11094	0.0	1.0	1.0
856	PF00004	19295	0.0	1.0	1.0
857	PF00004	2912	0.0	0.5	0.5
858	PF00004	11105	0.0	0.5	0.5
859	PF00004	2915	0.0	1.0	1.0
860	PF00004	19300	0.0	1.0	1.0
861	PF00004	11112	0.0	0.5	0.5
862	PF00004	2921	0.0	0.0	0.0
863	PF00004	19305	0.0	0.5	0.5
864	PF00004	19308	0.0	0.5	0.5
865	PF00004	19310	0.0	0.5	0.5
866	PF00004	11123	0.0	0.5	0.5
867	PF00004	19316	0.0	0.5	0.5
868	PF00004	11131	0.0	0.5	0.5
869	PF00004	11139	0.0	0.0	0.0
870	PF00004	19335	0.5	1.0	0.5
871	PF00004	11152	0.0	0.5	0.5
872	PF00004	2962	0.0	0.5	0.5
873	PF00004	19347	0.5	0.5	0.0
874	PF00004	2965	0.0	0.5	0.5
875	PF00004	11158	0.0	1.0	1.0
876	PF00004	2968	0.0	0.5	0.5
877	PF00004	2970	0.0	0.5	0.5
878	PF00004	2976	0.0	0.5	0.5
879	PF00004	19361	0.0	0.5	0.5
880	PF00004	11172	0.0	0.0	0.0
881	PF00004	11175	0.0	0.5	0.5
882	PF00004	2984	0.0	0.5	0.5
883	PF00004	19371	0.0	1.0	1.0
884	PF00004	2990	0.0	1.0	1.0
885	PF00004	19378	0.0	1.0	1.0
886	PF00004	3005	0.0	1.0	1.0
887	PF00004	3006	0.0	0.0	0.0
888	PF00004	3010	0.0	0.5	0.5
889	PF00004	11208	0.0	0.0	0.0
890	PF00004	19403	0.0	1.0	1.0
891	PF00004	3021	0.0	0.0	0.0
892	PF00004	19409	0.0	0.5	0.5
893	PF00004	3029	0.5	0.5	0.5
894	PF00004	19423	0.0	0.0	0.0
895	PF00004	3041	0.0	0.0	0.0
896	PF00004	3042	0.0	0.5	0.5
897	PF00004	19427	0.0	0.5	0.5
898	PF00004	19431	0.0	0.5	0.5
899	PF00004	3052	0.5	0.0	0.5
900	PF00004	3055	0.5	1.0	1.0
901	PF00004	11247	0.0	1.0	1.0
902	PF00004	11253	0.0	0.0	0.0
903	PF00004	3068	0.0	0.0	0.0
904	PF00004	11261	0.0	1.0	1.0
905	PF00004	11262	0.0	1.0	1.0
906	PF00004	19455	0.0	0.0	0.0
907	PF00004	3073	0.5	1.0	1.0
908	PF00004	19457	0.5	0.0	0.5
909	PF00004	19458	0.0	1.0	1.0
910	PF00004	11272	0.0	0.5	0.5
911	PF00004	19466	0.0	0.0	0.0
912	PF00004	3084	0.0	0.5	0.5
913	PF00004	3087	0.0	0.0	0.0
914	PF00004	11285	0.0	0.0	0.0
915	PF00004	3094	0.0	0.5	0.5
916	PF00004	19484	0.5	0.5	0.5
917	PF00004	11297	0.0	0.0	0.0
918	PF00004	19489	0.0	0.0	0.0
919	PF00004	19493	0.0	0.5	0.5
920	PF00004	19494	0.0	1.0	1.0
921	PF00004	11303	0.0	1.0	1.0
922	PF00004	11304	0.0	1.0	1.0
923	PF00004	11311	0.0	0.5	0.5
924	PF00004	19504	0.0	0.5	0.5
925	PF00004	11313	0.0	0.5	0.5
926	PF00004	11315	0.0	0.5	0.5
927	PF00004	19507	0.0	1.0	1.0
928	PF00004	19509	0.0	0.0	0.0
929	PF00004	19519	1.0	0.5	1.0
930	PF00004	19522	0.0	0.0	0.0
931	PF00004	3142	0.0	0.5	0.5
932	PF00004	19527	0.0	0.5	0.5
933	PF00004	11339	0.0	1.0	1.0
934	PF00004	19532	0.0	1.0	1.0
935	PF00004	19536	0.0	0.5	0.5
936	PF00004	3153	0.0	0.5	0.5
937	PF00004	11345	0.5	0.5	0.0
938	PF00004	3156	0.0	1.0	1.0
939	PF00004	19542	0.0	1.0	1.0
940	PF00004	19543	0.0	0.0	0.0
941	PF00004	19548	0.0	0.0	0.0
942	PF00004	11363	0.5	0.5	0.5
943	PF00004	11364	0.0	1.0	1.0
944	PF00004	19555	0.0	0.5	0.5
945	PF00004	3174	0.0	0.0	0.0
946	PF00004	3179	0.0	0.5	0.5
947	PF00004	11372	0.0	1.0	1.0
948	PF00004	11373	0.0	1.0	1.0
949	PF00004	3187	0.0	1.0	1.0
950	PF00004	11383	0.0	0.5	0.5
951	PF00004	11384	0.0	0.0	0.0
952	PF00004	11395	0.0	0.5	0.5
953	PF00004	11398	0.0	0.0	0.0
954	PF00004	19597	0.0	0.0	0.0
955	PF00004	3217	0.0	0.5	0.5
956	PF00004	19603	0.0	1.0	1.0
957	PF00004	11412	0.0	0.5	0.5
958	PF00004	19604	0.0	0.5	0.5
959	PF00004	19608	0.0	0.0	0.0
960	PF00004	3225	0.0	0.5	0.5
961	PF00004	3226	0.0	0.5	0.5
962	PF00004	3229	0.0	1.0	1.0
963	PF00004	11422	0.0	0.5	0.5
964	PF00004	11426	0.0	0.5	0.5
965	PF00004	19618	0.0	1.0	1.0
966	PF00004	19627	0.0	1.0	1.0
967	PF00004	3250	0.0	0.5	0.5
968	PF00004	11448	0.0	0.0	0.0
969	PF00004	3267	0.0	1.0	1.0
970	PF00004	3268	0.0	0.5	0.5
971	PF00004	19653	0.0	0.0	0.0
972	PF00004	19656	0.5	1.0	1.0
973	PF00004	3274	0.0	0.0	0.0
974	PF00004	19659	0.0	0.0	0.0
975	PF00004	11471	0.0	0.0	0.0
976	PF00004	11474	0.0	0.0	0.0
977	PF00004	11476	0.0	1.0	1.0
978	PF00004	19670	0.0	1.0	1.0
979	PF00004	19671	0.0	0.5	0.5
980	PF00004	11480	0.0	0.0	0.0
981	PF00004	3292	0.0	0.5	0.5
982	PF00004	3293	0.0	0.5	0.5
983	PF00004	11486	0.0	0.5	0.5
984	PF00004	3295	0.5	1.0	1.0
985	PF00004	19680	0.0	0.5	0.5
986	PF00004	3301	0.0	0.5	0.5
987	PF00004	11494	0.0	1.0	1.0
988	PF00004	11495	0.5	0.5	0.0
989	PF00004	19687	0.5	0.5	1.0
990	PF00004	3305	0.0	0.0	0.0
991	PF00004	19692	0.0	0.5	0.5
992	PF00004	11517	0.0	0.0	0.0
993	PF00004	19709	0.0	1.0	1.0
994	PF00004	3331	0.0	0.0	0.0
995	PF00004	11531	0.0	0.5	0.5
996	PF00004	3343	0.0	0.0	0.0
997	PF00004	3344	0.0	0.0	0.0
998	PF00004	11535	0.0	1.0	1.0
999	PF00004	11537	0.0	0.0	0.0
1000	PF00004	19734	0.0	1.0	1.0
1001	PF00004	11544	0.0	0.5	0.5
1002	PF00004	19740	0.0	0.0	0.0
1003	PF00004	3357	0.0	0.0	0.0
1004	PF00004	19745	0.0	1.0	1.0
1005	PF00004	19747	0.0	0.0	0.0
1006	PF00004	11556	0.0	0.0	0.0
1007	PF00004	11557	0.0	1.0	1.0
1008	PF00004	11560	1.0	1.0	1.0
1009	PF00004	3369	0.5	0.5	0.0
1010	PF00004	11562	0.0	0.5	0.5
1011	PF00004	19752	0.5	0.0	0.5
1012	PF00004	11564	0.5	0.5	0.0
1013	PF00004	19754	1.0	1.0	0.0
1014	PF00004	3374	0.0	0.5	0.5
1015	PF00004	3375	0.0	1.0	1.0
1016	PF00004	19762	0.0	0.0	0.0
1017	PF00004	3381	0.0	0.5	0.5
1018	PF00004	19770	0.0	0.5	0.5
1019	PF00004	3390	0.0	0.5	0.5
1020	PF00004	3392	0.0	0.0	0.0
1021	PF00004	19776	0.0	0.0	0.0
1022	PF00004	19777	0.5	0.0	0.5
1023	PF00004	11590	0.0	0.0	0.0
1024	PF00004	11594	0.0	1.0	1.0
1025	PF00004	19786	0.0	1.0	1.0
1026	PF00004	19787	0.0	0.5	0.5
1027	PF00004	19797	0.0	0.0	0.0
1028	PF00004	3418	0.0	0.5	0.5
1029	PF00004	3420	0.0	0.5	0.5
1030	PF00004	3421	0.0	0.5	0.5
1031	PF00004	11614	0.0	0.0	0.0
1032	PF00004	19813	0.0	0.0	0.0
1033	PF00004	3431	0.0	0.5	0.5
1034	PF00004	3437	0.0	0.0	0.0
1035	PF00004	3441	0.0	0.0	0.0
1036	PF00004	3445	0.0	0.5	0.5
1037	PF00004	11638	0.0	0.0	0.0
1038	PF00004	19830	0.0	0.5	0.5
1039	PF00004	11642	0.0	0.0	0.0
1040	PF00004	3453	0.0	0.0	0.0
1041	PF00004	3454	0.0	1.0	1.0
1042	PF00004	11646	0.0	0.0	0.0
1043	PF00004	11650	0.0	0.0	0.0
1044	PF00004	11654	0.0	0.5	0.5
1045	PF00004	11658	0.0	0.0	0.0
1046	PF00004	11665	0.5	0.5	0.0
1047	PF00004	3477	0.0	0.5	0.5
1048	PF00004	19864	0.0	0.0	0.0
1049	PF00004	19871	0.0	0.5	0.5
1050	PF00004	3491	0.0	0.0	0.0
1051	PF00004	11693	0.0	0.5	0.5
1052	PF00004	19886	0.0	0.0	0.0
1053	PF00004	11695	0.0	1.0	1.0
1054	PF00004	11696	0.0	1.0	1.0
1055	PF00004	3507	0.0	0.0	0.0
1056	PF00004	11701	0.0	1.0	1.0
1057	PF00004	11705	0.0	0.0	0.0
1058	PF00004	19899	0.0	0.5	0.5
1059	PF00004	11714	0.0	0.5	0.5
1060	PF00004	11715	1.0	1.0	0.0
1061	PF00004	11719	0.0	0.0	0.0
1062	PF00004	3531	0.0	0.0	0.0
1063	PF00004	11723	0.5	1.0	1.0
1064	PF00004	19916	0.0	0.5	0.5
1065	PF00004	19933	0.0	0.5	0.5
1066	PF00004	3554	0.0	1.0	1.0
1067	PF00004	11746	0.0	0.5	0.5
1068	PF00004	3557	0.0	0.0	0.0
1069	PF00004	19941	0.0	0.5	0.5
1070	PF00004	19943	0.5	1.0	1.0
1071	PF00004	19945	1.0	1.0	1.0
1072	PF00004	3562	0.0	0.5	0.5
1073	PF00004	3565	0.0	0.0	0.0
1074	PF00004	3569	0.0	1.0	1.0
1075	PF00004	19958	0.0	0.0	0.0
1076	PF00004	11775	0.0	1.0	1.0
1077	PF00004	11780	0.0	1.0	1.0
1078	PF00004	19978	0.0	1.0	1.0
1079	PF00004	11788	0.0	1.0	1.0
1080	PF00004	3597	0.0	0.5	0.5
1081	PF00004	19980	0.0	0.5	0.5
1082	PF00004	19981	0.0	1.0	1.0
1083	PF00004	19983	0.0	0.5	0.5
1084	PF00004	3601	0.0	0.0	0.0
1085	PF00004	19985	0.0	1.0	1.0
1086	PF00004	19986	0.0	1.0	1.0
1087	PF00004	11802	0.0	1.0	1.0
1088	PF00004	3611	1.0	1.0	0.0
1089	PF00004	19997	0.0	1.0	1.0
1090	PF00004	19999	0.0	0.5	0.5
1091	PF00004	3628	0.0	0.5	0.5
1092	PF00004	3630	0.0	1.0	1.0
1093	PF00004	3637	0.0	0.5	0.5
1094	PF00004	11830	0.0	0.5	0.5
1095	PF00004	3641	0.0	0.0	0.0
1096	PF00004	11836	1.0	1.0	1.0
1097	PF00004	11838	0.0	1.0	1.0
1098	PF00004	3655	0.0	0.5	0.5
1099	PF00004	11856	0.0	0.0	0.0
1100	PF00004	11866	0.0	1.0	1.0
1101	PF00004	3677	0.0	0.0	0.0
1102	PF00004	11872	0.0	0.5	0.5
1103	PF00004	11874	0.0	0.0	0.0
1104	PF00004	3684	0.0	0.0	0.0
1105	PF00004	3688	0.0	1.0	1.0
1106	PF00004	11895	0.0	0.0	0.0
1107	PF00004	3710	0.5	1.0	0.5
1108	PF00004	3713	0.0	1.0	1.0
1109	PF00004	3714	0.0	0.5	0.5
1110	PF00004	3720	0.0	0.5	0.5
1111	PF00004	11917	0.0	0.5	0.5
1112	PF00004	11919	0.0	0.0	0.0
1113	PF00004	3727	0.5	0.5	0.5
1114	PF00004	11923	0.0	0.5	0.5
1115	PF00004	3739	0.5	0.5	0.0
1116	PF00004	3742	0.0	0.0	0.0
1117	PF00004	11939	0.0	0.0	0.0
1118	PF00004	11940	0.0	0.5	0.5
1119	PF00004	3749	0.0	0.5	0.5
1120	PF00004	3757	0.0	0.5	0.5
1121	PF00004	3763	0.0	0.0	0.0
1122	PF00004	11955	0.0	0.0	0.0
1123	PF00004	11965	0.0	0.0	0.0
1124	PF00004	11970	0.0	1.0	1.0
1125	PF00004	11971	0.0	0.0	0.0
1126	PF00004	3798	0.0	0.0	0.0
1127	PF00004	3811	0.0	0.0	0.0
1128	PF00004	12004	0.0	0.5	0.5
1129	PF00004	3813	0.0	1.0	1.0
1130	PF00004	3815	0.0	0.5	0.5
1131	PF00004	3819	0.0	0.5	0.5
1132	PF00004	12016	0.0	1.0	1.0
1133	PF00004	12040	0.0	1.0	1.0
1134	PF00004	12041	0.5	0.0	0.5
1135	PF00004	3851	1.0	1.0	0.5
1136	PF00004	12044	0.0	1.0	1.0
1137	PF00004	12046	0.0	0.5	0.5
1138	PF00004	12047	0.0	0.0	0.0
1139	PF00004	3864	0.0	1.0	1.0
1140	PF00004	12076	0.0	1.0	1.0
1141	PF00004	3891	0.0	0.5	0.5
1142	PF00004	12092	0.0	0.5	0.5
1143	PF00004	3901	0.0	1.0	1.0
1144	PF00004	3912	0.0	1.0	1.0
1145	PF00004	3914	0.0	0.5	0.5
1146	PF00004	12113	0.0	1.0	1.0
1147	PF00004	12116	0.0	1.0	1.0
1148	PF00004	3944	0.0	0.0	0.0
1149	PF00004	12145	0.0	1.0	1.0
1150	PF00004	12150	0.0	0.5	0.5
1151	PF00004	12156	0.0	1.0	1.0
1152	PF00004	12162	0.0	0.0	0.0
1153	PF00004	3973	0.0	0.0	0.0
1154	PF00004	12169	0.0	0.0	0.0
1155	PF00004	12174	0.0	0.5	0.5
1156	PF00004	12176	0.0	0.0	0.0
1157	PF00004	12179	0.0	1.0	1.0
1158	PF00004	3988	0.0	0.0	0.0
1159	PF00004	12183	0.0	1.0	1.0
1160	PF00004	12184	0.0	0.0	0.0
1161	PF00004	12186	0.0	0.5	0.5
1162	PF00004	3999	0.0	0.0	0.0
1163	PF00004	4001	0.0	0.0	0.0
1164	PF00004	12198	0.0	1.0	1.0
1165	PF00004	12200	0.0	0.5	0.5
1166	PF00004	12202	0.0	1.0	1.0
1167	PF00004	4015	0.5	0.0	0.5
1168	PF00004	12207	0.0	0.5	0.5
1169	PF00004	12209	0.0	0.5	0.5
1170	PF00004	4019	0.5	0.5	0.5
1171	PF00004	12220	0.0	0.0	0.0
1172	PF00004	4034	0.0	0.0	0.0
1173	PF00004	12235	0.0	1.0	1.0
1174	PF00004	12237	0.0	0.5	0.5
1175	PF00004	12250	0.0	0.5	0.5
1176	PF00004	12255	0.0	0.0	0.0
1177	PF00004	12261	0.0	1.0	1.0
1178	PF00004	12266	0.0	1.0	1.0
1179	PF00004	4091	0.0	0.5	0.5
1180	PF00004	12290	0.5	0.5	0.0
1181	PF00004	12299	0.0	1.0	1.0
1182	PF00004	4108	0.0	0.5	0.5
1183	PF00004	4110	0.0	0.0	0.0
1184	PF00004	4115	0.0	0.0	0.0
1185	PF00004	12313	0.0	0.5	0.5
1186	PF00004	12317	0.0	0.5	0.5
1187	PF00004	12324	0.0	0.0	0.0
1188	PF00004	4134	0.0	1.0	1.0
1189	PF00004	12330	0.0	0.5	0.5
1190	PF00004	12331	0.0	1.0	1.0
1191	PF00004	4143	0.0	0.5	0.5
1192	PF00004	12338	0.0	1.0	1.0
1193	PF00004	4147	0.0	0.5	0.5
1194	PF00004	12339	0.0	1.0	1.0
1195	PF00004	12343	0.0	0.5	0.5
1196	PF00004	12346	0.0	0.0	0.0
1197	PF00004	4159	0.0	0.0	0.0
1198	PF00004	4165	0.0	0.5	0.5
1199	PF00004	4168	0.0	1.0	1.0
1200	PF00004	4172	0.0	1.0	1.0
1201	PF00004	12374	0.0	1.0	1.0
1202	PF00004	4189	0.0	0.0	0.0
1203	PF00004	12384	0.0	0.5	0.5
1204	PF00004	12395	1.0	1.0	0.0
1205	PF00004	4209	0.0	1.0	1.0
1206	PF00004	4213	0.0	1.0	1.0
1207	PF00004	12412	0.0	0.5	0.5
1208	PF00004	12416	0.0	0.0	0.0
1209	PF00004	12419	0.0	0.5	0.5
1210	PF00004	4233	0.0	0.5	0.5
1211	PF00004	4244	0.0	0.5	0.5
1212	PF00004	4256	0.0	1.0	1.0
1213	PF00004	4264	0.0	0.0	0.0
1214	PF00004	12469	0.0	0.5	0.5
1215	PF00004	12474	0.0	0.0	0.0
1216	PF00004	4298	0.0	1.0	1.0
1217	PF00004	4301	0.0	0.0	0.0
1218	PF00004	4313	0.0	0.0	0.0
1219	PF00004	12505	0.0	1.0	1.0
1220	PF00004	4325	0.0	0.5	0.5
1221	PF00004	4331	0.5	0.0	0.5
1222	PF00004	12534	0.0	0.5	0.5
1223	PF00004	4347	0.0	0.0	0.0
1224	PF00004	4359	0.5	0.5	0.5
1225	PF00004	4361	0.0	0.5	0.5
1226	PF00004	4362	0.0	0.5	0.5
1227	PF00004	4364	0.0	0.0	0.0
1228	PF00004	4381	0.0	1.0	1.0
1229	PF00004	4390	0.5	1.0	1.0
1230	PF00004	12583	0.0	0.0	0.0
1231	PF00004	12589	0.0	0.0	0.0
1232	PF00004	12593	0.0	0.0	0.0
1233	PF00004	12596	0.0	1.0	1.0
1234	PF00004	4407	0.0	1.0	1.0
1235	PF00004	12601	0.0	0.0	0.0
1236	PF00004	12608	0.0	0.5	0.5
1237	PF00004	12612	0.0	0.5	0.5
1238	PF00004	4426	0.0	1.0	1.0
1239	PF00004	4427	0.0	0.0	0.0
1240	PF00004	4431	0.0	1.0	1.0
1241	PF00004	4432	0.0	0.0	0.0
1242	PF00004	4433	0.0	0.0	0.0
1243	PF00004	4438	0.0	1.0	1.0
1244	PF00004	4441	0.0	0.5	0.5
1245	PF00004	4444	0.0	1.0	1.0
1246	PF00004	12641	0.0	0.0	0.0
1247	PF00004	4452	0.0	0.0	0.0
1248	PF00004	4453	0.0	0.5	0.5
1249	PF00004	12648	0.0	1.0	1.0
1250	PF00004	12652	0.0	0.5	0.5
1251	PF00004	12653	0.0	0.0	0.0
1252	PF00004	4466	0.0	0.0	0.0
1253	PF00004	4471	0.0	1.0	1.0
