family	subtree_id	inferred-true-rf	inferred-init-rf	init-true-rf
PF00004	8312	0.9583333333333334	0.9583333333333334	0.4375
PF00004	126	0.8333333333333334	0.875	0.5
PF00004	127	0.875	0.9166666666666666	0.5416666666666666
PF00004	16510	0.8333333333333334	0.875	0.5625
PF00004	8322	0.8125	0.8958333333333334	0.5625
PF00004	8323	0.9166666666666666	0.9583333333333334	0.6666666666666666
PF00004	16515	0.7708333333333334	0.875	0.5208333333333334
PF00004	8326	0.8333333333333334	0.8541666666666666	0.4375
PF00004	16518	0.8541666666666666	0.8958333333333334	0.5833333333333334
PF00004	16522	0.8958333333333334	0.9166666666666666	0.5625
PF00004	16525	0.8541666666666666	0.8541666666666666	0.5416666666666666
PF00004	8336	0.875	0.875	0.4166666666666667
PF00004	146	0.875	0.875	0.5625
PF00004	8339	0.9166666666666666	0.9166666666666666	0.4791666666666667
PF00004	149	0.8958333333333334	0.8958333333333334	0.625
PF00004	154	0.875	0.9166666666666666	0.5208333333333334
PF00004	16539	0.7916666666666666	0.7916666666666666	0.5625
PF00004	16543	0.9375	0.9791666666666666	0.5833333333333334
PF00004	162	0.875	0.8125	0.625
PF00004	8357	0.8333333333333334	0.9166666666666666	0.5
PF00004	8358	0.8541666666666666	0.8958333333333334	0.5416666666666666
PF00004	8364	0.8958333333333334	0.8958333333333334	0.4583333333333333
PF00004	190	0.9375	0.9791666666666666	0.5833333333333334
PF00004	191	0.9166666666666666	0.8958333333333334	0.5208333333333334
PF00004	198	0.8541666666666666	0.8541666666666666	0.6458333333333334
PF00004	8390	0.8333333333333334	0.8541666666666666	0.5625
PF00004	8393	0.875	0.9166666666666666	0.625
PF00004	203	0.9375	0.9375	0.5
PF00004	207	0.8333333333333334	0.875	0.4375
PF00004	208	0.9375	0.9791666666666666	0.5833333333333334
PF00004	214	0.8541666666666666	0.8541666666666666	0.5416666666666666
PF00004	8416	0.875	0.8958333333333334	0.625
PF00004	16609	0.9166666666666666	0.9166666666666666	0.4583333333333333
PF00004	16610	0.8541666666666666	0.875	0.5416666666666666
